"Filename","High","Low1","Low2","Low3","Low4","Split"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.pocketsupernova.pocketvideo-screens/screenshot_6.png","photo system app layout with walk through","notice system for walk through","square box for person imput","","text on screen","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.ak.app.veggiegrill.activity-screens/screenshot_2.png","screen to sign up for veggiegrill","in the center of the screen is a button to start sign up process","above the start button name veggiegrill with logo is given","below the start button there is a burger image given","in the bottom right corner notification for level up is given","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.cube.arc.hzd-screens/screenshot_2.png","this is a faq page of some application","at the top left corner there is an arrow link button which can be used to go back to the previous page","next to the arrow mark there is a label is displayed","the label is called as family safe faq with many options","you can choose your desired option","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.amber.weather-screens/screenshot_4.png","this screen is where you can customize different widgets such as time weather and dates","change clock face","change date format","change weather layout","change mail layout","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.jellybelly.beanboozled-screens/screenshot_3.png","this is a turnwheel used as a selector for a jelly bean tasting game","the turn wheel has nine components with a selector arrow to indicate which flavor has been selected","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/net.blastapp-screens/screenshot_1.png","the screen shows a prompt for the user to log in","at the top left of the screen is a button to close the prompt","below are text fields for entering the users email and password","below the text fields is a button to log in","below the log in button is a link for the user to recover their password","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/easis.sms.recovery.demo-screens/screenshot_1.png","the screen showing sms recovery demo page of the app","the center of the page has four text blocks in boxes","the top right has more button","about button is placed just below the title bar","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/appinventor.ai_homestudioapp.angelsexist-screens/screenshot_4.png","the screen provides the user with information about angel presence to read","","","","","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.creditsesame-screens/screenshot_3.png","this screen represent the create an account","in the center of the screen is a text field where the user inputs their email address","the middle of the screen is confirm email is available","the left of the screen corner is password is available","the bottom of the screen is terms and privacy policy is available","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/widgetlibrary.companymapp.com.companymapp_android_application-screens/screenshot_3.png","screen shows new account page","in top left corner back option is placed for go to previous","in first line there is a text field where user can input their user name","below the text field there is another text field where user can input their email","in bottom of the screen there is a done button for user complete account creation","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.upwork.android-screens/screenshot_1.png","screen to login to upwork","in center of screen upwork word is display","below the word there is a text field where the user can input their email","below the text field there is another text field where user can input their password","below the text field there is login button is placed","N/A"
"http://173.255.245.197:8080/GEMMA-CP/Clarity/com.upwork.android-screens/screenshot_1.png","this is a login page of some application","in the middle of the screen a label is displayed","the label is displayed as up work which is the name of the application","below the application name there are two blanks displayed namely email address and password","enter the required fields and click on log in link button","N/A"
